City_ID,lon,temp,temp_max,humidity,wind_speed,lat,date,country,cloudiness
0,172.7902,27.04,27.04,78,5.53,3.0707,1670466730,KI,95
1,112.9333,24.77,24.77,94,0.61,2.0167,1670466730,MY,100
2,-159.775,28.03,28.03,74,4.12,-21.2078,1670466731,CK,20
3,121.5167,-17.39,-17.39,95,1.51,50.7833,1670466731,CN,99
4,-70.9167,6.06,6.06,65,6.17,-53.15,1670466530,CL,0
5,-79.2353,5.55,6.12,78,2.57,42.097,1670466728,US,100
6,140.3,13.83,13.83,52,0.62,35.1333,1670466732,JP,0
7,117.1333,34.86,34.86,23,5.65,-20.7833,1670466732,AU,0
8,-68.3,5.81,5.81,56,6.69,-54.8,1670466520,AR,40
9,168.3333,17.54,17.54,67,1.16,-46.6,1670466733,NZ,100
10,-134.9692,24.24,24.24,80,8.61,-23.1203,1670466733,PF,6
11,-20.2734,0.4,0.4,72,1.71,63.4427,1670466733,IS,34
12,-35.8244,23.45,23.45,94,1.54,-9.5633,1670466734,BR,20
13,-156.47,25.98,26.02,70,11.83,20.8947,1670466189,US,20
14,132.2111,-7.88,-7.88,59,2.51,46.3317,1670466734,CN,2
15,-69.3632,-10.43,-10.43,89,0.95,77.484,1670466735,GL,100
16,168.8643,21.85,21.85,50,1.53,-46.1927,1670466735,NZ,100
17,92.75,27.38,27.38,77,4.44,11.6667,1670466736,IN,42
18,-66.9764,22.74,22.74,96,0.3,-7.7136,1670466736,BR,100
19,-159.319,24.5,27.99,82,7.72,22.0752,1670466736,US,75
20,40.9171,13.25,13.25,66,2.97,34.4506,1670466737,SY,100
21,-76.5119,12.75,13.87,95,3.09,38.8876,1670466737,US,100
22,-175.2,29.09,29.09,84,2.06,-21.2,1670466738,TO,75
23,141.4333,20.72,20.72,19,7.72,-31.95,1670466617,AU,0
24,85.6333,16.91,16.91,41,2.84,25.0167,1670466738,IN,72
25,147.3294,12.92,12.93,54,8.75,-42.8794,1670466735,AU,40
26,82.8265,-16.32,-16.32,92,5.38,58.3631,1670466739,RU,98
27,-78.68,18.09,19.1,95,4.63,33.816,1670466697,US,0
28,147.1797,29.68,29.68,74,5.14,-9.4431,1670466739,PG,75
29,-73.9662,9.83,11.43,86,0.89,42.6001,1670466536,US,100
30,158.6483,-3.67,-3.67,80,2.0,53.0452,1670466705,RU,40
31,117.4831,12.5,12.5,90,1.1,27.3409,1670466740,CN,100
32,25.7167,-9.33,-9.33,92,5.14,66.5,1670466689,FI,75
33,161.3,-33.85,-33.85,99,1.88,68.75,1670466740,RU,24
34,88.3972,-29.33,-29.33,100,1.1,69.4865,1670466741,RU,100
35,57.7575,25.14,25.14,83,7.2,-20.3428,1670466194,MU,75
36,115.3333,22.7,22.7,55,5.92,-33.65,1670466741,AU,0
37,27.9116,21.36,21.36,79,4.4,-33.0153,1670466742,ZA,100
38,-68.5145,-9.61,-9.15,92,2.57,63.7506,1670466742,CA,100
39,71.3833,18.19,18.19,23,1.99,25.75,1670466742,IN,0
40,111.5,-34.61,-34.61,100,2.07,66.0,1670466743,RU,95
41,139.9,-30.56,-30.56,97,2.46,69.3,1670466743,RU,100
42,114.0089,27.07,27.08,83,3.6,4.4148,1670466613,MY,40
43,-57.5575,20.55,24.01,81,8.75,-38.0023,1670466744,AR,40
44,19.2345,16.56,16.56,90,4.38,-34.4187,1670466744,ZA,94
45,166.4372,-34.19,-34.19,97,2.03,68.0546,1670466741,RU,20
46,-114.0611,16.23,16.23,71,6.42,27.9769,1670466750,MX,2
47,18.4232,19.03,20.77,72,5.36,-33.9258,1670466600,ZA,0
48,46.7219,16.08,16.08,93,3.39,24.6877,1670466000,SA,28
49,-139.0333,25.69,25.69,73,7.92,-9.8,1670466750,PF,14
50,-24.4956,23.75,23.75,77,0.97,14.8961,1670466751,CV,36
51,-103.5343,-18.85,-18.85,98,3.38,52.1667,1670466751,CA,33
52,26.891,20.1,20.1,95,0.89,-33.5906,1670466751,ZA,100
53,147.2712,27.78,27.78,74,4.91,-2.0226,1670466752,PG,96
54,27.214,-0.11,-0.11,94,3.88,51.2796,1670466752,UA,100
55,170.5036,14.89,14.89,68,2.24,-45.8742,1670466585,NZ,100
56,-173.3,-5.94,-5.91,63,4.02,64.3833,1670466683,RU,100
57,141.9667,14.43,14.43,50,7.78,-38.2667,1670466133,AU,25
58,153.6833,-42.51,-42.51,100,0.73,67.45,1670466753,RU,57
59,-77.4286,11.45,12.9,94,3.09,39.0062,1670466606,US,100
60,143.3,-26.47,-26.47,87,3.92,59.3833,1670466753,RU,78
61,85.9065,16.09,16.09,73,1.14,26.7183,1670466134,NP,0
62,-99.3904,4.51,7.57,93,4.63,36.4337,1670466754,US,100
63,-152.4072,-0.27,-0.27,51,13.38,57.79,1670465995,US,20
64,30.7861,-4.33,-4.06,90,5.5,59.7035,1670466754,RU,100
65,31.6605,23.22,23.22,25,3.6,9.5334,1670466755,SS,92
66,-53.4616,18.41,18.41,93,4.47,-33.6971,1670466755,UY,40
67,-89.6835,-9.3,-7.84,85,0.0,45.1805,1670466462,US,0
68,172.6333,18.27,19.07,56,9.26,-43.5333,1670465996,NZ,100
69,-52.7314,2.49,3.2,97,3.09,47.6666,1670466756,CA,100
70,124.7333,-13.53,-13.53,71,1.5,52.3333,1670466756,CN,69
71,118.5667,35.03,35.03,43,6.17,-20.3167,1670466756,AU,2
72,74.2,19.63,19.63,60,2.04,16.4,1670466757,IN,97
73,-56.1549,-4.29,-4.29,70,6.14,72.7868,1670466757,GL,100
74,20.0403,15.44,15.44,92,2.21,-34.5322,1670466757,ZA,67
75,-113.5841,4.14,5.53,83,2.57,37.1041,1670466644,US,0
76,114.1577,20.06,21.25,76,1.79,22.2855,1670466758,HK,11
77,7.9877,-7.95,-7.95,74,2.06,59.5714,1670466758,NO,96
78,57.5802,25.25,25.26,74,6.26,-20.0182,1670466759,MU,17
79,18.8162,19.22,19.22,98,0.79,-5.041,1670466759,CD,100
80,-80.3973,22.73,23.88,74,3.09,27.6386,1670466478,US,100
81,66.5515,-17.47,-17.47,92,3.74,56.5042,1670466759,RU,84
82,37.8879,-6.6,-6.6,84,6.68,51.1537,1670466140,RU,100
83,-50.0119,17.86,17.86,97,2.68,-24.7911,1670466760,BR,35
84,119.3661,30.01,30.01,59,2.05,-5.3166,1670466760,ID,93
85,136.4192,31.41,31.41,51,3.02,-13.8483,1670466761,AU,100
86,25.5701,19.39,21.17,90,5.66,-33.918,1670466761,ZA,100
87,140.7667,14.1,14.1,48,4.94,-37.8333,1670466761,AU,93
88,-122.6762,3.57,4.78,90,2.57,45.5234,1670466068,US,100
89,1.0945,8.04,8.04,78,1.99,44.1024,1670466762,FR,83
90,-135.0107,-28.64,-28.64,85,4.71,68.2191,1670466762,CA,36
91,-0.759,25.5,25.5,85,1.45,5.2618,1670466763,GH,11
92,-53.6735,-2.64,-2.64,69,5.81,66.9395,1670466763,GL,100
93,-73.65,15.71,15.71,98,4.98,-37.6167,1670466769,CL,99
94,31.1107,1.99,1.99,75,11.32,70.3705,1670466769,NO,100
95,-45.2371,-3.36,-3.36,75,2.0,60.1432,1670466237,GL,93
96,-51.1,1.01,1.01,64,8.23,69.2167,1670466769,GL,100
97,-151.75,26.99,26.99,78,7.17,-16.4833,1670466770,PF,100
98,-63.5986,3.2,3.2,93,6.17,50.2334,1670466770,CA,100
99,-121.895,9.69,11.53,79,2.06,37.3394,1670466121,US,75
100,178.4167,-25.76,-25.76,100,2.16,69.3833,1670466771,RU,98
101,-52.95,25.32,25.32,88,3.51,5.3833,1670466758,GF,100
102,108.85,8.28,8.28,64,0.84,30.3,1670466771,CN,78
103,48.6872,-8.48,-8.48,87,3.65,63.4106,1670466772,RU,100
104,22.401,20.28,20.28,67,5.33,-26.0217,1670466773,BW,99
105,58.5334,17.5,17.5,68,1.58,22.6906,1670466683,OM,0
106,106.2708,-11.34,-11.34,45,1.59,45.7625,1670466773,MN,0
107,-90.3518,21.42,21.42,95,1.34,-0.7393,1670466685,EC,20
108,-121.9166,8.56,10.24,85,2.06,36.6177,1670466660,US,0
109,152.2633,28.18,28.18,75,3.52,-4.352,1670466774,PG,100
110,-17.1,18.25,18.73,83,7.17,32.6667,1670466774,PT,86
111,55.4916,2.78,2.78,87,2.06,37.3807,1670466774,IR,0
112,103.1408,24.75,24.75,92,2.94,5.3302,1670466775,MY,100
113,-49.6678,-4.12,-4.12,75,4.06,61.994,1670466383,GL,96
114,-39.2481,23.11,23.11,96,1.62,-17.7125,1670466775,BR,100
115,-126.8329,-32.98,-32.98,68,3.6,65.282,1670466242,CA,20
116,138.95,14.5,15.2,50,6.49,34.6667,1670466156,JP,0
117,-110.8107,-1.41,-1.41,93,1.54,39.5994,1670466476,US,100
118,80.5464,-25.43,-25.43,97,8.12,73.5069,1670466776,RU,99
119,120.875,-15.41,-15.41,77,1.32,53.858,1670466776,RU,64
120,80.2644,-3.04,-3.04,39,1.49,41.1231,1670466777,CN,100
121,-72.4167,14.74,14.74,93,1.94,-35.3333,1670466158,CL,11
122,-156.7887,-9.99,-9.99,85,7.72,71.2906,1670466777,US,100
123,-73.999,12.25,13.32,92,4.63,40.8126,1670466777,US,100
124,-81.7006,27.01,27.01,78,5.14,12.5847,1670466778,CO,20
125,-97.8558,-24.91,-24.91,77,1.03,55.7435,1670466778,CA,100
126,34.7642,11.35,14.11,100,1.17,31.61,1670466720,IL,0
127,6.6147,6.67,6.67,100,0.51,36.365,1670466779,DZ,20
128,53.471,-20.9,-20.9,97,1.94,54.4815,1670466779,RU,13
129,-155.09,23.4,24.6,88,2.57,19.7297,1670466779,US,75
130,-65.7125,-9.77,-9.77,66,4.45,66.1451,1670466780,CA,100
131,57.5167,25.21,25.21,83,7.2,-20.5167,1670466780,MU,75
132,-62.9967,25.71,25.71,28,10.16,-40.8135,1670466630,AR,38
133,66.2585,8.59,8.59,51,0.69,28.4914,1670466780,PK,0
134,-73.414,12.43,14.0,88,2.57,41.3712,1670466633,US,20
135,23.45,17.1,17.1,97,1.47,-7.0,1670466781,CD,100
136,-135.33,6.94,6.94,70,5.66,57.0531,1670466781,US,100
137,100.3354,27.35,28.96,75,4.12,5.4112,1670466612,MY,20
138,57.7,25.16,25.16,83,7.2,-20.4081,1670466215,MU,75
139,135.6,-32.74,-32.74,99,0.75,62.6667,1670466782,RU,100
140,-59.6167,22.27,24.96,88,3.09,13.1,1670466787,BB,20
141,121.9,23.19,23.19,53,5.98,-33.8667,1670466788,AU,78
142,-117.0333,13.04,13.95,73,2.85,32.3333,1670466788,MX,0
143,143.2326,-14.28,-14.28,80,3.69,51.7102,1670466788,RU,17
144,-133.0374,-28.0,-28.0,69,7.2,69.4541,1670466736,CA,20
145,34.521,-5.95,-5.95,94,6.35,54.3121,1670466789,RU,100
146,53.087,-9.34,-9.34,92,6.98,67.6713,1670466250,RU,94
147,-53.1147,3.68,3.68,78,4.97,48.6499,1670466790,CA,100
148,102.2655,27.89,27.89,71,1.8,-3.8004,1670466790,ID,89
149,-73.3579,12.76,13.76,91,3.13,41.1415,1670466790,US,96
150,22.4617,12.75,12.75,94,1.54,-33.963,1670466370,ZA,75
151,-68.5914,-17.87,-17.87,71,3.09,70.4692,1670466791,CA,40
152,-22.4338,-2.74,-2.74,74,2.06,63.8424,1670466557,IS,40
153,147.9167,-29.54,-29.54,98,2.86,70.6333,1670466192,RU,80
154,18.3463,16.97,16.97,72,1.03,9.1104,1670466792,TD,0
155,15.6401,-6.09,-6.09,68,5.66,78.2186,1670466792,SJ,75
156,96.1285,26.31,26.31,79,0.64,4.1363,1670466792,ID,100
157,150.6667,28.32,28.32,75,2.29,-10.6167,1670466793,PG,98
158,116.8463,33.63,33.63,27,5.93,-20.7377,1670466793,AU,0
159,79.5667,12.9,12.9,17,2.06,30.5667,1670466794,IN,0
160,120.8572,30.06,31.82,62,2.9,14.8872,1670466423,PH,97
161,12.6667,10.93,13.27,87,2.57,37.8333,1670466646,IT,0
162,-27.0667,15.14,15.14,88,8.99,38.7333,1670466795,PT,75
163,103.9393,11.51,11.51,55,0.68,30.9866,1670466795,CN,93
164,-52.9,0.54,0.54,75,7.43,65.4167,1670466795,GL,100
165,-105.2,25.57,25.57,89,2.57,20.7,1670466177,MX,40
166,18.2138,18.15,18.15,21,2.88,11.9801,1670466796,TD,7
167,-122.4869,9.33,10.93,84,1.79,37.6138,1670466797,US,20
168,21.95,14.48,14.48,82,2.72,36.8,1670466797,GR,19
169,-93.218,-12.78,-10.05,79,1.54,45.0205,1670466645,US,0
170,-43.3394,22.97,22.97,90,1.16,-3.7367,1670466798,BR,18
171,-45.3581,22.67,22.67,90,1.92,-23.7781,1670466588,BR,42
172,-50.2056,20.96,20.96,92,4.3,-30.1811,1670466776,BR,5
173,114.6,24.23,24.23,57,6.69,-28.7667,1670466798,AU,100
174,-72.225,19.1,19.1,95,1.18,7.7669,1670466799,VE,81
175,26.6667,19.08,19.08,99,0.25,-3.6,1670466799,CD,95
176,48.3333,23.97,23.97,83,2.08,-21.2167,1670466799,MG,61
177,151.2167,20.74,27.79,53,8.23,-33.9167,1670466673,AU,20
178,73.0,26.98,26.98,76,2.9,5.6667,1670466800,MV,100
179,21.85,19.31,19.31,78,2.21,-18.3667,1670466800,BW,7
180,-80.0164,4.63,5.23,87,2.06,44.5168,1670466801,CA,100
181,78.7,-12.12,-12.12,94,5.25,67.4667,1670466182,RU,100
182,-114.3525,-31.71,-31.36,75,1.54,62.456,1670466784,CA,20
183,172.9752,31.0,31.0,66,5.14,1.3292,1670466802,KI,75
184,112.4,-35.31,-35.31,66,1.5,66.4167,1670466802,RU,100
185,113.6333,23.63,23.63,59,6.14,-24.8667,1670466808,AU,45
186,-35.1047,24.68,24.68,80,2.79,-8.7597,1670466808,BR,44
187,17.9442,16.03,16.03,91,3.61,-33.0117,1670466808,ZA,36
188,150.7967,28.53,28.53,71,2.47,-2.5744,1670466780,PG,100
189,15.1594,14.32,14.32,75,3.49,-26.6481,1670466809,NA,0
190,96.37,-16.38,-16.38,97,1.82,61.67,1670466809,RU,100
191,50.5832,23.99,23.99,64,3.6,26.2154,1670466810,BH,0
192,80.8833,17.1,17.1,57,1.41,17.6667,1670466810,IN,100
193,118.9636,-3.62,-3.62,37,4.75,42.2683,1670466811,CN,0
194,24.05,-2.82,-2.82,87,0.95,46.95,1670466811,RO,7
195,159.9667,-7.99,-7.99,70,3.81,59.1167,1670466811,RU,100
196,-74.5746,13.2,14.01,94,1.79,39.2776,1670466644,US,100
197,103.3097,-17.28,-17.28,78,0.89,50.2981,1670466812,RU,90
198,-46.0333,-7.05,-7.05,72,2.75,60.7167,1670466344,GL,93
199,128.8694,-22.0,-22.0,99,4.97,71.6872,1670466812,RU,100
200,-42.3703,25.05,25.05,86,2.49,-3.4578,1670466813,BR,27
201,43.2418,-12.59,-12.59,85,5.65,55.0433,1670466813,RU,12
202,-103.6833,23.72,23.72,94,0.64,18.7333,1670466814,MX,27
203,42.4509,11.29,12.06,72,0.41,18.3851,1670466814,SA,8
204,121.8233,19.22,21.75,90,3.38,24.8592,1670466814,TW,88
205,147.0587,12.73,12.73,41,2.24,-42.7826,1670466733,AU,70
206,73.0833,27.05,27.05,78,7.83,-0.6,1670466815,MV,100
207,-114.3129,-2.98,-2.98,100,1.54,48.1958,1670466815,US,100
208,170.3133,-24.67,-24.67,98,1.24,69.7008,1670466816,RU,90
209,19.9489,-1.55,-1.12,60,1.34,49.299,1670466816,PL,68
210,-101.9732,10.08,10.08,93,3.6,35.8656,1670466816,US,40
211,-95.3336,10.01,11.64,97,0.0,35.5834,1670466197,US,100
212,55.7679,23.77,23.77,85,6.31,-21.3585,1670466817,RE,43
213,-28.7,15.22,15.99,77,2.57,38.5167,1670466817,PT,40
214,118.2631,-16.31,-16.31,77,2.23,56.9064,1670466732,RU,82
215,81.7214,13.99,13.99,39,2.42,20.8322,1670466818,IN,100
216,-53.4914,15.41,15.41,88,1.54,-30.5122,1670466818,BR,2
217,-106.9,21.46,21.46,83,3.38,23.9167,1670466818,MX,1
218,-46.05,-5.88,-5.88,69,3.22,60.9167,1670466744,GL,78
219,-137.5108,-9.03,-9.03,86,0.0,60.7522,1670466249,CA,99
220,-109.9124,24.74,25.28,82,0.0,22.8909,1670466769,MX,0
221,49.6769,-12.53,-12.53,81,3.47,51.1786,1670466819,RU,7
222,-158.2175,25.97,26.95,60,5.66,21.4694,1670466200,US,100
223,145.4333,33.49,33.58,48,2.28,-17.0,1670466779,AU,18
224,106.7117,-2.37,-2.37,38,0.75,39.4994,1670466820,CN,100
225,123.3711,-31.91,-31.91,93,3.31,66.7697,1670466820,RU,95
226,-76.2167,19.03,19.03,82,1.03,-13.7,1670466821,PE,0
227,16.4901,18.93,18.93,23,4.95,13.6408,1670466821,TD,77
228,-1.3626,0.76,2.04,85,2.81,53.7259,1670466821,GB,23
229,45.0367,25.35,25.35,73,5.85,12.7794,1670466822,YE,50
230,102.5,-34.92,-34.92,90,2.89,71.9667,1670466822,RU,16
231,-165.4064,-8.96,-8.96,86,3.09,64.5011,1670466225,US,0
232,-127.1743,-0.82,-0.82,86,2.57,54.7804,1670466823,CA,100
233,100.1833,13.36,13.36,44,0.95,25.7,1670466828,CN,17
234,50.8122,23.84,23.84,83,6.96,9.4942,1670466829,SO,32
235,64.6357,23.42,23.42,59,2.34,25.2088,1670466829,PK,0
236,72.642,27.63,27.63,68,2.52,10.5669,1670466283,IN,100
237,-71.1419,25.35,25.35,64,8.35,21.4612,1670466741,TC,2
238,-74.8492,-4.12,-4.12,93,3.92,49.7834,1670466771,CA,100
239,-75.9469,22.69,22.69,68,3.6,20.0489,1670466830,CU,20
240,130.4114,-25.64,-25.64,99,0.62,67.8006,1670466830,RU,100
241,20.1347,3.03,3.03,84,7.34,54.675,1670466830,RU,100
242,-84.5333,8.78,9.99,91,3.6,39.1834,1670466831,US,100
243,140.8333,13.22,14.05,40,3.74,35.7333,1670466831,JP,0
244,72.8944,27.46,27.46,80,6.4,2.6708,1670466832,MV,100
245,126.65,-7.03,-7.03,64,3.79,45.75,1670466616,CN,1
246,59.5289,21.99,21.99,54,1.85,22.5667,1670466723,OM,0
247,55.6167,23.21,23.21,82,5.51,-21.3667,1670466833,RE,24
248,41.8754,9.96,9.96,61,2.16,36.3209,1670466833,IQ,100
249,71.7189,0.4,0.4,93,1.03,40.4272,1670466233,UZ,75
250,54.5906,-0.22,-0.22,40,9.26,39.2061,1670466834,TM,93
251,10.7002,-3.46,-3.13,91,0.84,46.6166,1670466834,IT,36
252,25.95,20.84,20.84,100,0.29,-2.95,1670466834,CD,100
253,18.2603,20.76,20.76,97,1.37,0.0487,1670466835,CD,100
254,-73.8203,13.61,13.61,89,8.22,-41.8697,1670466749,CL,90
255,57.7625,25.05,25.06,80,8.19,-20.2078,1670466835,MU,42
256,38.9833,11.33,11.33,84,1.35,5.8833,1670466836,ET,78
257,107.4458,-12.14,-12.14,91,3.12,56.1725,1670466836,RU,100
258,-37.6368,-4.91,-4.91,68,2.01,65.6145,1670466837,GL,34
259,167.6833,17.5,17.5,71,2.97,-46.1333,1670466837,NZ,100
260,-15.8333,26.94,26.94,72,4.73,11.2833,1670466837,GW,0
261,-46.02,24.76,24.76,86,2.04,-1.195,1670466838,BR,97
262,125.4092,25.59,25.59,37,1.34,-8.9266,1670466838,TL,93
263,169.8464,20.81,20.81,50,4.01,-46.2817,1670466839,NZ,100
264,-52.0986,20.53,20.53,91,5.71,-32.035,1670466839,BR,1
265,-100.5,19.76,19.76,83,1.99,26.5333,1670466840,MX,0
266,-147.7164,-6.56,-5.78,90,1.54,64.8378,1670466731,US,100
267,-38.8828,23.95,23.95,92,2.65,-15.8631,1670466168,BR,70
268,43.2471,23.34,23.34,83,5.15,3.8093,1670466840,SO,17
269,20.6473,19.87,19.87,25,2.55,8.4109,1670466841,CF,99
270,104.0439,19.37,19.37,72,1.01,20.4197,1670466841,LA,53
271,-79.5197,24.23,24.97,80,1.54,8.9936,1670466764,PA,20
272,113.0919,10.85,10.85,64,2.24,29.3333,1670466842,CN,2
273,-67.5,19.92,19.92,42,8.23,-45.8667,1670466842,AR,0
274,131.047,34.85,34.99,61,1.81,-12.497,1670466843,AU,98
275,-77.4297,22.46,22.46,68,3.71,20.9881,1670466843,CU,67
276,119.8707,28.88,28.88,81,1.23,-0.8917,1670466844,ID,95
277,-124.1573,8.24,8.85,89,4.12,40.5982,1670466844,US,100
278,-124.1637,8.43,9.0,91,0.45,40.8021,1670466647,US,89
279,112.7406,-11.12,-11.12,93,5.94,59.6289,1670466845,RU,100
280,122.6711,27.45,27.45,72,3.83,10.9995,1670466845,PH,92
281,-131.6461,5.26,6.99,87,9.77,55.3422,1670466851,US,100
282,70.1167,22.01,22.01,46,3.7,21.1167,1670466851,IN,2
283,-68.8,29.95,29.95,32,2.57,-32.8833,1670466851,AR,0
284,110.4676,-11.96,-11.96,83,5.95,51.3674,1670466852,RU,100
285,-35.2094,25.12,25.36,78,9.26,-5.795,1670466852,BR,20
286,-74.6158,21.1,21.1,80,1.33,-15.4311,1670466853,PE,97
287,-106.8814,20.86,20.86,80,2.13,24.0261,1670466853,MX,1
